"ID","Name","Species","GeneID","Family","Evidence"
"T317170_2.00","NFAT5","Homo_sapiens","ENSG00000102908","Rel","D"
"T317173_2.00","NFATC1","Homo_sapiens","ENSG00000131196","Rel","D"
"T317172_2.00","NFKB1","Homo_sapiens","ENSG00000109320","Rel","D"
"T317167_2.00","NFKB2","Homo_sapiens","ENSG00000077150","Rel","D"
"T318247_2.00","RFX2","Homo_sapiens","ENSG00000087903","RFX","D"
"T318246_2.00","RFX3","Homo_sapiens","ENSG00000080298","RFX","D"
"T318248_2.00","RFX4","Homo_sapiens","ENSG00000111783","RFX","D"
"T318250_2.00","RFX5","Homo_sapiens","ENSG00000143390","RFX","D"
"T319383_2.00","RUNX2","Homo_sapiens","ENSG00000124813","Runt","D"
"T319382_2.00","RUNX3","Homo_sapiens","ENSG00000020633","Runt","D"
"T321711_2.00","GMEB2","Homo_sapiens","ENSG00000101216","SAND","D"
"T324628_2.00","NFIA","Homo_sapiens","ENSG00000162599","SMAD","D"
"T324627_2.00","NFIB","Homo_sapiens","ENSG00000147862","SMAD","D"
"T324622_2.00","NFIX","Homo_sapiens","ENSG00000008441","SMAD","D"
"T324629_2.00","SMAD3","Homo_sapiens","ENSG00000166949","SMAD","D"
"T328069_2.00","LEF1","Homo_sapiens","ENSG00000138795","Sox","D"
"T328059_2.00","SOX10","Homo_sapiens","ENSG00000100146","Sox","D"
"T328075_2.00","SOX14","Homo_sapiens","ENSG00000168875","Sox","D"
"T328066_2.00","SOX15","Homo_sapiens","ENSG00000129194","Sox","D"
"T328082_2.00","SOX18","Homo_sapiens","ENSG00000203883","Sox","D"
"T328079_2.00","SOX2","Homo_sapiens","ENSG00000181449","Sox","D"
"T328064_2.00","SOX21","Homo_sapiens","ENSG00000125285","Sox","D"
"T328063_2.00","SOX4","Homo_sapiens","ENSG00000124766","Sox","D"
"T328076_2.00","SOX7","Homo_sapiens","ENSG00000171056","Sox","D"
"T328054_2.00","SOX8","Homo_sapiens","ENSG00000005513","Sox","D"
"T328065_2.00","SOX9","Homo_sapiens","ENSG00000125398","Sox","D"
"T328081_2.00","SRY","Homo_sapiens","ENSG00000184895","Sox","D"
"T328073_2.00","TCF7L1","Homo_sapiens","ENSG00000152284","Sox","D"
"T339896_2.00","EOMES","Homo_sapiens","ENSG00000163508","T-box","D"
"T339893_2.00","TBR1","Homo_sapiens","ENSG00000136535","T-box","D"
"T339900_2.00","TBX1","Homo_sapiens","ENSG00000184058","T-box","D"
"T339887_2.00","TBX15","Homo_sapiens","ENSG00000092607","T-box","D"
"T339894_2.00","TBX19","Homo_sapiens","ENSG00000143178","T-box","D"
"T339889_2.00","TBX2","Homo_sapiens","ENSG00000121068","T-box","D"
"T339898_2.00","TBX20","Homo_sapiens","ENSG00000164532","T-box","D"
"T339885_2.00","TBX21","Homo_sapiens","ENSG00000073861","T-box","D"
"T339890_2.00","TBX4","Homo_sapiens","ENSG00000121075","T-box","D"
"T339886_2.00","TBX5","Homo_sapiens","ENSG00000089225","T-box","D"
"T346530_2.00","TEAD1","Homo_sapiens","ENSG00000187079","TEA","D"
"T346528_2.00","TEAD3","Homo_sapiens","ENSG00000007866","TEA","D"
"T346531_2.00","TEAD4","Homo_sapiens","ENSG00000197905","TEA","D"
"T350310_2.00","CPEB1","Homo_sapiens","ENSG00000214575","Unknown","D"
"T350239_2.00","NRF1","Homo_sapiens","ENSG00000106459","Unknown","D"
"T010906_2.00","Tfap2a","Mus_musculus","ENSMUSG00000021359","AP-2","D"
"T035664_2.00","Ascl2","Mus_musculus","ENSMUSG00000009248","bHLH","D"
"T035754_2.00","Atoh1","Mus_musculus","ENSMUSG00000073043","bHLH","D"
"T035702_2.00","Bhlhe40","Mus_musculus","ENSMUSG00000030103","bHLH","D"
"T035668_2.00","Mlx","Mus_musculus","ENSMUSG00000017801","bHLH","D"
"T035674_2.00","Srebf1","Mus_musculus","ENSMUSG00000020538","bHLH","D"
"T035733_2.00","Tcf21","Mus_musculus","ENSMUSG00000045680","bHLH","D"
"T060486_2.00","Atf4","Mus_musculus","ENSMUSG00000042406","bZIP","D"
"T060498_2.00","Cebpb","Mus_musculus","ENSMUSG00000056501","bZIP","D"
"T060483_2.00","Creb3l2","Mus_musculus","ENSMUSG00000038648","bZIP","D"
"T060495_2.00","Creb5","Mus_musculus","ENSMUSG00000053007","bZIP","D"
"T060501_2.00","Dbp","Mus_musculus","ENSMUSG00000059824","bZIP","D"
"T060454_2.00","Hlf","Mus_musculus","ENSMUSG00000003949","bZIP","D"
"T060478_2.00","Jdp2","Mus_musculus","ENSMUSG00000034271","bZIP","D"
"T060506_2.00","Mafb","Mus_musculus","ENSMUSG00000074622","bZIP","D"
"T101147_2.00","Egr1","Mus_musculus","ENSMUSG00000038418","C2H2 ZF","D"
"T101113_2.00","Egr3","Mus_musculus","ENSMUSG00000033730","C2H2 ZF","D"
"T101179_2.00","Hic1","Mus_musculus","ENSMUSG00000043099","C2H2 ZF","D"
"T101456_2.00","Klf12","Mus_musculus","ENSMUSG00000072294","C2H2 ZF","D"
"T101498_2.00","Zfp652","Mus_musculus","ENSMUSG00000075595","C2H2 ZF","D"
"T101215_2.00","Zfp740","Mus_musculus","ENSMUSG00000046897","C2H2 ZF","D"
"T101414_2.00","Zic3","Mus_musculus","ENSMUSG00000067860","C2H2 ZF","D"
"T176542_2.00","Elf5","Mus_musculus","ENSMUSG00000027186","Ets","D"
"T176532_2.00","Elk3","Mus_musculus","ENSMUSG00000008398","Ets","D"
"T176529_2.00","Spic","Mus_musculus","ENSMUSG00000004359","Ets","D"
"T186368_2.00","Foxc1","Mus_musculus","ENSMUSG00000050295","Forkhead","D"
"T186343_2.00","Foxg1","Mus_musculus","ENSMUSG00000020950","Forkhead","D"
"T186347_2.00","Foxj3","Mus_musculus","ENSMUSG00000032998","Forkhead","D"
"T186374_2.00","Foxk1","Mus_musculus","ENSMUSG00000056493","Forkhead","D"
"T212488_2.00","Alx1","Mus_musculus","ENSMUSG00000036602","Homeodomain","D"
"T212504_2.00","Alx4","Mus_musculus","ENSMUSG00000040310","Homeodomain","D"
"T212482_2.00","Arx","Mus_musculus","ENSMUSG00000035277","Homeodomain","D"
"T212444_2.00","Barhl1","Mus_musculus","ENSMUSG00000026805","Homeodomain","D"
"T212513_2.00","Dlx1","Mus_musculus","ENSMUSG00000041911","Homeodomain","D"
"T212430_2.00","Dlx2","Mus_musculus","ENSMUSG00000023391","Homeodomain","D"
"T212500_2.00","En2","Mus_musculus","ENSMUSG00000039095","Homeodomain","D"
"T212561_2.00","Gbx1","Mus_musculus","ENSMUSG00000067724","Homeodomain","D"
"T212476_2.00","Gbx2","Mus_musculus","ENSMUSG00000034486","Homeodomain","D"
"T212490_2.00","Hoxa11","Mus_musculus","ENSMUSG00000038210","Homeodomain","D"
"T212406_2.00","Hoxa2","Mus_musculus","ENSMUSG00000014704","Homeodomain","D"
"T212427_2.00","Hoxc10","Mus_musculus","ENSMUSG00000022484","Homeodomain","D"
"T212395_2.00","Hoxd13","Mus_musculus","ENSMUSG00000001819","Homeodomain","D"
"T212581_2.00","Hoxd3","Mus_musculus","ENSMUSG00000079277","Homeodomain","D"
"T212518_2.00","Hoxd9","Mus_musculus","ENSMUSG00000043342","Homeodomain","D"
"T212466_2.00","Irx3","Mus_musculus","ENSMUSG00000031734","Homeodomain","D"
"T212440_2.00","Lhx4","Mus_musculus","ENSMUSG00000026468","Homeodomain","D"
"T212605_2.00","Lhx8","Mus_musculus","ENSMUSG00000096225","Homeodomain","D"
"T212448_2.00","Meis2","Mus_musculus","ENSMUSG00000027210","Homeodomain","D"
"T212509_2.00","Meis3","Mus_musculus","ENSMUSG00000041420","Homeodomain","D"
"T212487_2.00","Meox2","Mus_musculus","ENSMUSG00000036144","Homeodomain","D"
"T212439_2.00","Msx3","Mus_musculus","ENSMUSG00000025469","Homeodomain","D"
"T212398_2.00","Otx1","Mus_musculus","ENSMUSG00000005917","Homeodomain","D"
"T212484_2.00","Pknox2","Mus_musculus","ENSMUSG00000035934","Homeodomain","D"
"T212502_2.00","Prrx2","Mus_musculus","ENSMUSG00000039476","Homeodomain","D"
"T212535_2.00","Rhox11","Mus_musculus","ENSMUSG00000051038","Homeodomain","D"
"T212450_2.00","Shox2","Mus_musculus","ENSMUSG00000027833","Homeodomain","D"
"T212454_2.00","Uncx","Mus_musculus","ENSMUSG00000029546","Homeodomain","D"
"T212472_2.00","Vsx1","Mus_musculus","ENSMUSG00000033080","Homeodomain","D"
"T238374_2.00","Pou2f2","Mus_musculus","ENSMUSG00000008496","Homeodomain,POU","D"
"T303937_2.00","Ar","Mus_musculus","ENSMUSG00000046532","Nuclear receptor","D"
"T303922_2.00","Esrra","Mus_musculus","ENSMUSG00000024955","Nuclear receptor","D"
"T303909_2.00","Hnf4a","Mus_musculus","ENSMUSG00000017950","Nuclear receptor","D"
"T303911_2.00","Nr2e1","Mus_musculus","ENSMUSG00000019803","Nuclear receptor","D"
"T303901_2.00","Nr2f6","Mus_musculus","ENSMUSG00000002393","Nuclear receptor","D"
"T303935_2.00","Rara","Mus_musculus","ENSMUSG00000037992","Nuclear receptor","D"
"T303907_2.00","Rarb","Mus_musculus","ENSMUSG00000017491","Nuclear receptor","D"
"T303898_2.00","Rarg","Mus_musculus","ENSMUSG00000001288","Nuclear receptor","D"
"T303906_2.00","Rxra","Mus_musculus","ENSMUSG00000015846","Nuclear receptor","D"
"T303936_2.00","Rxrb","Mus_musculus","ENSMUSG00000039656","Nuclear receptor","D"
"T303918_2.00","Vdr","Mus_musculus","ENSMUSG00000022479","Nuclear receptor","D"
"T311093_2.00","Trp53","Mus_musculus","ENSMUSG00000059552","p53","D"
"T311092_2.00","Trp73","Mus_musculus","ENSMUSG00000029026","p53","D"
"T318364_2.00","Rfx2","Mus_musculus","ENSMUSG00000024206","RFX","D"
"T318367_2.00","Rfx3","Mus_musculus","ENSMUSG00000040929","RFX","D"
"T328518_2.00","Sox1","Mus_musculus","ENSMUSG00000096014","Sox","D"
"T328501_2.00","Sox10","Mus_musculus","ENSMUSG00000033006","Sox","D"
"T328513_2.00","Sox11","Mus_musculus","ENSMUSG00000063632","Sox","D"
"T328498_2.00","Sox17","Mus_musculus","ENSMUSG00000025902","Sox","D"
"T328505_2.00","Sox3","Mus_musculus","ENSMUSG00000045179","Sox","D"
"T328491_2.00","Tcf7","Mus_musculus","ENSMUSG00000000782","Sox","D"
